tree_id,node_id,is_leave,split_feature,threshold,children,correctPredictions,correctPredictionsClassesCounts,wrongPredictions
59,7,False,"bill_length_mm",44.85,"8;9",53,"1;41;0;12","6;0;1;2;1;0;4"
59,8,True,"","","",12,"0;12","4;1;0;4"
59,9,True,"","","",41,"1;41","2;0;1;2"
59,10,True,"","","",22,"1;22","1;0;1;1"
60,0,False,"flipper_length_mm",206.00,"1;10",335,"1;65;0;148;2;122","9;1;0;3;0;1;4;2;1;2"
60,1,False,"flipper_length_mm",191.50,"2;5",207,"0;146;1;61","8;1;0;2;0;1;4;2;1;2"
60,2,False,"bill_length_mm",42.40,"3;4",110,"1;17;0;93","2;0;1;1;1;0;1"
60,3,True,"","","",93,"0;93","1;1;0;1"
60,4,True,"","","",17,"1;17","1;0;1;1"
60,5,False,"bill_length_mm",43.20,"6;7",97,"0;53;1;44","6;1;0;1;0;1;3;2;1;2"
60,6,True,"","","",52,"0;52","0"
60,7,False,"bill_depth_mm",20.75,"8;9",45,"0;1;1;44","6;1;0;1;0;1;3;2;1;2"
60,8,True,"","","",44,"1;44","5;0;1;3;2;1;2"
60,9,True,"","","",1,"0;1","1;1;0;1"
60,10,False,"bill_depth_mm",17.65,"11;12",128,"1;4;0;2;2;122","1;1;0;1"
60,11,True,"","","",122,"2;122","0"
60,12,False,"bill_depth_mm",19.20,"13;14",6,"1;4;0;2","1;1;0;1"
60,13,True,"","","",2,"0;2","1;1;0;1"
60,14,True,"","","",4,"1;4","0"
61,0,False,"flipper_length_mm",206.50,"1;14",336,"1;67;2;123;0;146","8;0;1;4;2;2;2;0;1;1;0;1"
61,1,False,"bill_length_mm",43.30,"2;9",209,"0;146;2;1;1;62","6;2;0;1;0;2;1;1;3;1;0;1"
61,2,False,"bill_length_mm",42.40,"3;6",149,"0;145;1;4","1;1;0;1"
61,3,False,"body_mass_g",3225.00,"4;5",138,"0;138","1;1;0;1"
61,4,True,"","","",25,"0;25","1;1;0;1"
61,5,True,"","","",113,"0;113","0"
61,6,False,"sex",0.50,"7;8",11,"0;7;1;4","0"
61,7,True,"","","",4,"1;4","0"
61,8,True,"","","",7,"0;7","0"
61,9,False,"body_mass_g",4575.00,"10;13",60,"0;1;2;1;1;58","5;2;0;1;0;2;1;1;3"
61,10,False,"sex",1.50,"11;12",59,"2;1;1;58","4;0;2;1;1;3"
61,11,True,"","","",58,"1;58","3;0;1;3"
61,12,True,"","","",1,"2;1","1;0;2;1"
61,13,True,"","","",1,"0;1","1;2;0;1"
61,14,False,"bill_depth_mm",18.40,"15;16",127,"1;5;2;122","2;0;1;1;2;1"
61,15,True,"","","",122,"2;122","1;0;2;1"
61,16,True,"","","",5,"1;5","1;0;1;1"
62,0,False,"bill_depth_mm",16.45,"1;4",276,"2;123;0;148;1;5","68;1;0;62;2;1;2;0;1;0;1;4"
62,1,False,"bill_length_mm",38.55,"2;3",121,"2;115;0;6","1;1;2;1"
62,2,True,"","","",6,"0;6","0"
62,3,True,"","","",115,"2;115","1;1;2;1"
62,4,False,"body_mass_g",5025.00,"5;12",155,"2;8;0;142;1;5","67;1;0;62;2;0;1;0;1;4"
62,5,False,"bill_depth_mm",18.70,"6;9",147,"0;142;1;5","67;1;0;62;2;0;1;0;1;4"
62,6,False,"bill_depth_mm",16.70,"7;8",91,"0;86;1;5","36;1;0;31;2;0;1;0;1;4"
62,7,True,"","","",5,"1;5","4;0;1;4"
62,8,True,"","","",86,"0;86","32;1;0;31;2;0;1"
62,9,False,"body_mass_g",3512.50,"10;11",56,"0;56","31;1;0;31"
62,10,True,"","","",7,"0;7","3;1;0;3"
62,11,True,"","","",49,"0;49","28;1;0;28"
62,12,True,"","","",8,"2;8","0"
63,0,False,"flipper_length_mm",207.50,"1;16",331,"1;63;0;146;2;122","13;1;0;5;0;1;6;2;0;2"
63,1,False,"bill_length_mm",43.05,"2;9",205,"1;60;2;1;0;144","12;0;1;6;2;0;2;1;0;4"
63,2,False,"bill_depth_mm",16.75,"3;6",142,"0;142","4;1;0;4"
63,3,False,"body_mass_g",3212.50,"4;5",11,"0;11","2;1;0;2"
63,4,True,"","","",6,"0;6","1;1;0;1"
63,5,True,"","","",5,"0;5","1;1;0;1"
63,6,False,"bill_depth_mm",17.35,"7;8",131,"0;131","2;1;0;2"
63,7,True,"","","",25,"0;25","2;1;0;2"
63,8,True,"","","",106,"0;106","0"
63,9,False,"island",0.50,"10;13",63,"1;60;2;1;0;2","8;0;1;6;2;0;2"
63,10,False,"sex",1.50,"11;12",3,"2;1;0;2","2;2;0;2"
63,11,True,"","","",2,"0;2","2;2;0;2"
63,12,True,"","","",1,"2;1","0"
63,13,False,"body_mass_g",4075.00,"14;15",60,"1;60","6;0;1;6"
63,14,True,"","","",52,"1;52","2;0;1;2"
63,15,True,"","","",8,"1;8","4;0;1;4"
63,16,False,"island",0.50,"17;18",126,"1;3;0;2;2;121","1;1;0;1"
63,17,True,"","","",121,"2;121","0"
63,18,False,"bill_depth_mm",19.25,"19;20",5,"1;3;0;2","1;1;0;1"
63,19,True,"","","",2,"0;2","1;1;0;1"
63,20,True,"","","",3,"1;3","0"
64,0,False,"flipper_length_mm",206.50,"1;12",334,"1;68;0;144;2;122","10;0;1;8;2;1;2"
64,1,False,"bill_length_mm",42.40,"2;7",205,"0;142;1;63","10;0;1;8;2;1;2"
64,2,False,"bill_length_mm",40.80,"3;4",136,"0;135;1;1","3;0;1;3"
64,3,True,"","","",114,"0;114","0"
64,4,False,"bill_length_mm",41.00,"5;6",22,"0;21;1;1","3;0;1;3"
64,5,True,"","","",1,"1;1","3;0;1;3"
64,6,True,"","","",21,"0;21","0"
64,7,False,"island",1.50,"8;11",69,"0;7;1;62","7;0;1;5;2;1;2"
64,8,False,"body_mass_g",4275.00,"9;10",62,"1;62","7;0;1;5;2;1;2"
64,9,True,"","","",57,"1;57","3;0;1;2;2;1;1"
64,10,True,"","","",5,"1;5","4;0;1;3;2;1;1"
64,11,True,"","","",7,"0;7","0"
64,12,False,"island",0.50,"13;14",129,"1;5;0;2;2;122","0"
64,13,True,"","","",122,"2;122","0"
64,14,False,"bill_length_mm",46.55,"15;16",7,"1;5;0;2","0"
64,15,True,"","","",2,"0;2","0"
64,16,True,"","","",5,"1;5","0"
65,0,False,"flipper_length_mm",207.50,"1;14",336,"2;124;1;67;0;145","8;0;1;6;2;1;1;0;1"
65,1,False,"bill_length_mm",44.27,"2;9",211,"1;63;2;3;0;145","6;0;1;4;2;1;1;0;1"
65,2,False,"bill_length_mm",42.25,"3;6",150,"0;145;1;5","2;0;1;1;1;0;1"
65,3,False,"bill_depth_mm",16.75,"4;5",137,"0;137","1;1;0;1"
65,4,True,"","","",11,"0;11","1;1;0;1"
65,5,True,"","","",126,"0;126","0"
65,6,False,"bill_depth_mm",18.20,"7;8",13,"0;8;1;5","1;0;1;1"
65,7,True,"","","",5,"1;5","1;0;1;1"
65,8,True,"","","",8,"0;8","0"
65,9,False,"island",0.50,"10;11",61,"1;58;2;3","4;0;1;3;2;1"
65,10,True,"","","",3,"2;3","1;0;2;1"
65,11,False,"body_mass_g",4175.00,"12;13",58,"1;58","3;0;1;3"
65,12,True,"","","",53,"1;53","2;0;1;2"
65,13,True,"","","",5,"1;5","1;0;1;1"
65,14,False,"flipper_length_mm",212.50,"15;18",125,"2;121;1;4","2;0;1;2"
65,15,False,"island",0.50,"16;17",34,"1;4;2;30","2;0;1;2"
65,16,True,"","","",30,"2;30","0"
65,17,True,"","","",4,"1;4","2;0;1;2"
65,18,True,"","","",91,"2;91","0"
66,0,False,"bill_length_mm",43.25,"1;10",333,"2;122;0;149;1;62","11;1;2;1;0;5;0;1;1;2;2;2;1;1;0;1"
66,1,False,"body_mass_g",4425.00,"2;7",151,"0;144;2;7","8;0;2;2;1;0;5;2;0;1"
66,2,False,"flipper_length_mm",209.00,"3;6",137,"2;1;0;136","6;1;0;5;2;0;1"
66,3,False,"bill_length_mm",40.85,"4;5",136,"0;136","6;1;0;5;2;0;1"
66,4,True,"","","",110,"0;110","0"
66,5,True,"","","",26,"0;26","6;1;0;5;2;0;1"
66,6,True,"","","",1,"2;1","0"
66,7,False,"island",0.50,"8;9",14,"0;8;2;6","2;0;2;2"
66,8,True,"","","",6,"2;6","2;0;2;2"
66,9,True,"","","",8,"0;8","0"
66,10,False,"bill_depth_mm",17.20,"11;14",182,"2;115;0;5;1;62","3;1;2;1;0;1;1;2;1;1"
66,11,False,"island",0.50,"12;13",121,"1;8;2;113","0"
66,12,True,"","","",113,"2;113","0"
66,13,True,"","","",8,"1;8","0"
66,14,False,"body_mass_g",4575.00,"15;18",61,"2;2;0;5;1;54","3;1;2;1;0;1;1;2;1;1"
66,15,False,"island",1.50,"16;17",58,"0;4;1;54","2;0;1;1;2;1;1"
66,16,True,"","","",54,"1;54","2;0;1;1;2;1;1"
66,17,True,"","","",4,"0;4","0"
66,18,False,"flipper_length_mm",209.50,"19;20",3,"2;2;0;1","1;1;2;1"
66,19,True,"","","",1,"0;1","0"
66,20,True,"","","",2,"2;2","1;1;2;1"
67,0,False,"flipper_length_mm",207.50,"1;16",333,"1;63;0;146;2;124","11;0;1;5;2;1;1;0;5"
67,1,False,"bill_length_mm",43.15,"2;9",209,"0;145;1;61;2;3","8;0;1;4;2;1;1;0;3"
67,2,False,"bill_depth_mm",16.80,"3;6",144,"0;143;1;1","3;1;0;3"
67,3,False,"bill_length_mm",41.00,"4;5",14,"1;1;0;13","1;1;0;1"
67,4,True,"","","",13,"0;13","1;1;0;1"
67,5,True,"","","",1,"1;1","0"
67,6,False,"bill_length_mm",42.40,"7;8",130,"0;130","2;1;0;2"
67,7,True,"","","",125,"0;125","0"
67,8,True,"","","",5,"0;5","2;1;0;2"
67,9,False,"bill_depth_mm",17.55,"10;13",65,"0;2;1;60;2;3","5;0;1;4;2;1"
67,10,False,"body_mass_g",3975.00,"11;12",17,"2;3;1;14","1;0;2;1"
67,11,True,"","","",14,"1;14","0"
67,12,True,"","","",3,"2;3","1;0;2;1"
67,13,False,"island",1.50,"14;15",48,"0;2;1;46","4;0;1;4"
67,14,True,"","","",46,"1;46","4;0;1;4"
67,15,True,"","","",2,"0;2","0"
67,16,False,"sex",0.50,"17;18",124,"1;2;0;1;2;121","3;0;1;1;1;0;2"
67,17,True,"","","",56,"2;56","0"
67,18,False,"bill_depth_mm",17.65,"19;20",68,"1;2;0;1;2;65","3;0;1;1;1;0;2"
67,19,True,"","","",65,"2;65","0"
67,20,False,"body_mass_g",4150.00,"21;22",3,"1;2;0;1","3;0;1;1;1;0;2"
67,21,True,"","","",1,"0;1","2;1;0;2"
67,22,True,"","","",2,"1;2","1;0;1;1"
68,0,False,"flipper_length_mm",205.50,"1;12",336,"1;67;2;124;0;145","8;0;2;2;1;5;1;0;1"
68,1,False,"flipper_length_mm",191.50,"2;7",208,"1;61;2;2;0;145","6;0;1;5;1;0;1"
68,2,False,"body_mass_g",3712.50,"3;6",110,"0;93;1;17","2;0;1;1;1;0;1"
68,3,False,"bill_length_mm",41.80,"4;5",80,"1;17;0;63","2;0;1;1;1;0;1"
68,4,True,"","","",63,"0;63","1;1;0;1"
68,5,True,"","","",17,"1;17","1;0;1;1"
68,6,True,"","","",30,"0;30","0"
68,7,False,"bill_length_mm",43.35,"8;9",98,"1;44;2;2;0;52","4;0;1;4"
68,8,True,"","","",52,"0;52","0"
68,9,False,"island",0.50,"10;11",46,"1;44;2;2","4;0;1;4"
68,10,True,"","","",2,"2;2","0"
68,11,True,"","","",44,"1;44","4;0;1;4"
68,12,False,"bill_length_mm",48.90,"13;14",128,"1;6;2;122","2;0;2;2"
68,13,True,"","","",82,"2;82","2;0;2;2"
68,14,False,"bill_depth_mm",18.15,"15;16",46,"1;6;2;40","0"
68,15,True,"","","",40,"2;40","0"
68,16,True,"","","",6,"1;6","0"
69,0,False,"bill_length_mm",42.40,"1;8",325,"2;122;0;140;1;63","19;1;2;3;0;2;2;0;2;0;1;12"
69,1,False,"bill_depth_mm",15.35,"2;3",140,"0;136;1;1;2;3","3;0;1;3"
69,2,True,"","","",3,"2;3","0"
69,3,False,"bill_length_mm",40.85,"4;5",137,"0;136;1;1","3;0;1;3"
69,4,True,"","","",115,"0;115","0"
69,5,False,"bill_length_mm",41.00,"6;7",22,"0;21;1;1","3;0;1;3"
69,6,True,"","","",1,"1;1","3;0;1;3"
69,7,True,"","","",21,"0;21","0"
69,8,False,"flipper_length_mm",206.50,"9;16",185,"2;119;0;4;1;62","16;1;2;3;0;2;2;0;2;0;1;9"
69,9,False,"island",0.50,"10;13",66,"1;62;2;1;0;3","10;0;1;9;2;0;1"
69,10,False,"sex",1.50,"11;12",4,"2;1;0;3","1;2;0;1"
69,11,True,"","","",3,"0;3","1;2;0;1"
69,12,True,"","","",1,"2;1","0"
69,13,False,"bill_depth_mm",18.35,"14;15",62,"1;62","9;0;1;9"
69,14,True,"","","",32,"1;32","2;0;1;2"
69,15,True,"","","",30,"1;30","7;0;1;7"
69,16,False,"body_mass_g",4050.00,"17;18",119,"2;118;0;1","6;1;2;3;0;2;2;0;1"
69,17,True,"","","",1,"0;1","3;1;0;2;2;0;1"
69,18,False,"bill_length_mm",51.65,"19;20",118,"2;118","3;1;2;3"
69,19,True,"","","",110,"2;110","2;1;2;2"
69,20,True,"","","",8,"2;8","1;1;2;1"
70,0,False,"bill_length_mm",42.35,"1;4",328,"1;64;2;122;0;142","16;0;1;8;2;2;1;2;1;0;3;2;0;2"
70,1,False,"bill_depth_mm",15.35,"2;3",142,"0;139;2;3","1;1;0;1"
70,2,True,"","","",3,"2;3","0"
70,3,True,"","","",139,"0;139","1;1;0;1"
70,4,False,"body_mass_g",4075.00,"5;10",186,"1;64;2;119;0;3","15;0;1;8;2;2;1;2;1;0;2;2;0;2"
70,5,False,"flipper_length_mm",196.50,"6;7",57,"1;54;0;3","5;1;0;2;2;0;2;0;1;1"
70,6,True,"","","",34,"1;34","1;0;1;1"
70,7,False,"bill_length_mm",45.98,"8;9",23,"1;20;0;3","4;1;0;2;2;0;2"
70,8,True,"","","",3,"0;3","4;1;0;2;2;0;2"
70,9,True,"","","",20,"1;20","0"
70,10,False,"sex",0.50,"11;12",129,"1;10;2;119","10;0;1;7;2;2;1;2;1"
70,11,True,"","","",54,"2;54","1;1;2;1"
70,12,False,"island",0.50,"13;14",75,"1;10;2;65","9;0;1;7;2;2"
70,13,True,"","","",65,"2;65","2;0;2;2"
70,14,True,"","","",10,"1;10","7;0;1;7"
71,0,False,"bill_length_mm",42.40,"1;4",331,"2;123;0;142;1;66","13;1;0;2;0;1;10;2;1;1"
71,1,False,"flipper_length_mm",209.00,"2;3",142,"2;3;0;139","1;1;0;1"
71,2,True,"","","",139,"0;139","1;1;0;1"
71,3,True,"","","",3,"2;3","0"
71,4,False,"bill_depth_mm",16.30,"5;6",189,"2;120;0;3;1;66","12;1;0;1;0;1;10;2;1;1"
71,5,True,"","","",111,"2;111","0"
71,6,False,"body_mass_g",5025.00,"7;10",78,"2;9;0;3;1;66","12;1;0;1;0;1;10;2;1;1"
71,7,False,"body_mass_g",4575.00,"8;9",69,"0;3;1;66","12;1;0;1;0;1;10;2;1;1"
71,8,True,"","","",66,"1;66","11;0;1;10;2;1;1"
71,9,True,"","","",3,"0;3","1;1;0;1"
71,10,True,"","","",9,"2;9","0"
72,0,False,"bill_length_mm",41.80,"1;8",335,"0;148;1;66;2;121","9;1;0;2;0;1;4;2;0;3"
72,1,False,"sex",0.50,"2;7",133,"0;133","3;1;0;1;2;0;2"
72,2,False,"island",1.50,"3;6",72,"0;72","3;1;0;1;2;0;2"
72,3,False,"island",0.50,"4;5",48,"0;48","3;1;0;1;2;0;2"
72,4,True,"","","",22,"0;22","2;2;0;2"
72,5,True,"","","",26,"0;26","1;1;0;1"
72,6,True,"","","",24,"0;24","0"
72,7,True,"","","",61,"0;61","0"
72,8,False,"island",0.50,"9;12",202,"0;15;1;66;2;121","6;1;0;1;0;1;4;2;0;1"
72,9,False,"flipper_length_mm",202.00,"10;11",126,"2;121;0;5","1;2;0;1"
72,10,True,"","","",5,"0;5","1;2;0;1"
72,11,True,"","","",121,"2;121","0"
72,12,False,"body_mass_g",4625.00,"13;16",76,"0;10;1;66","5;1;0;1;0;1;4"
72,13,False,"island",1.50,"14;15",75,"0;9;1;66","4;0;1;4"
72,14,True,"","","",66,"1;66","4;0;1;4"
72,15,True,"","","",9,"0;9","0"
72,16,True,"","","",1,"0;1","1;1;0;1"
73,0,False,"bill_depth_mm",16.35,"1;4",334,"2;121;1;65;0;148","10;1;0;3;2;0;3;0;1;4"
73,1,False,"body_mass_g",3725.00,"2;3",120,"2;114;0;6","0"
73,2,True,"","","",6,"0;6","0"
73,3,True,"","","",114,"2;114","0"
73,4,False,"flipper_length_mm",196.50,"5;10",214,"2;7;1;65;0;142","10;1;0;3;2;0;3;0;1;4"
73,5,False,"bill_length_mm",42.35,"6;7",155,"0;119;1;36","5;0;1;4;1;0;1"
73,6,True,"","","",116,"0;116","1;1;0;1"
73,7,False,"island",1.50,"8;9",39,"0;3;1;36","4;0;1;4"
73,8,True,"","","",36,"1;36","4;0;1;4"
73,9,True,"","","",3,"0;3","0"
73,10,False,"bill_length_mm",45.80,"11;12",59,"2;7;1;29;0;23","5;1;0;2;2;0;3"
73,11,True,"","","",23,"0;23","5;1;0;2;2;0;3"
73,12,False,"body_mass_g",4975.00,"13;14",36,"2;7;1;29","0"
73,13,True,"","","",29,"1;29","0"
73,14,True,"","","",7,"2;7","0"
74,0,False,"flipper_length_mm",207.50,"1;10",333,"1;67;0;145;2;121","11;0;1;7;1;0;1;2;1;3"
74,1,False,"bill_length_mm",43.35,"2;7",208,"0;144;1;64","9;0;1;6;2;1;3"
74,2,False,"flipper_length_mm",187.50,"3;6",146,"0;141;1;5","4;0;1;4"
74,3,False,"bill_length_mm",40.75,"4;5",55,"1;5;0;50","4;0;1;4"
74,4,True,"","","",50,"0;50","0"
74,5,True,"","","",5,"1;5","4;0;1;4"
74,6,True,"","","",91,"0;91","0"
74,7,False,"island",1.50,"8;9",62,"0;3;1;59","5;0;1;2;2;1;3"
74,8,True,"","","",59,"1;59","5;0;1;2;2;1;3"
74,9,True,"","","",3,"0;3","0"
74,10,False,"island",0.50,"11;12",125,"1;3;0;1;2;121","2;0;1;1;1;0;1"
74,11,True,"","","",121,"2;121","0"
74,12,False,"body_mass_g",4050.00,"13;14",4,"1;3;0;1","2;0;1;1;1;0;1"
74,13,True,"","","",1,"0;1","1;1;0;1"
74,14,True,"","","",3,"1;3","1;0;1;1"
75,0,False,"bill_length_mm",43.25,"1;8",332,"2;121;1;62;0;149","12;1;2;1;0;5;2;1;3;0;1;3"
75,1,False,"bill_depth_mm",15.10,"2;3",154,"0;146;2;8","5;1;0;5"
75,2,True,"","","",8,"2;8","0"
75,3,False,"bill_depth_mm",16.70,"4;7",146,"0;146","5;1;0;5"
75,4,False,"island",1.50,"5;6",10,"0;10","2;1;0;2"
75,5,True,"","","",7,"0;7","2;1;0;2"
75,6,True,"","","",3,"0;3","0"
75,7,True,"","","",136,"0;136","3;1;0;3"
75,8,False,"body_mass_g",4175.00,"9;10",178,"2;113;1;62;0;3","7;1;2;1;2;1;3;0;1;3"
75,9,True,"","","",56,"1;56","5;0;1;3;2;1;2"
75,10,False,"bill_length_mm",48.90,"11;14",122,"2;113;1;6;0;3","2;1;2;1;2;1;1"
75,11,False,"bill_depth_mm",18.50,"12;13",77,"0;3;2;74","0"
75,12,True,"","","",74,"2;74","0"
75,13,True,"","","",3,"0;3","0"
75,14,False,"body_mass_g",4650.00,"15;16",45,"2;39;1;6","2;1;2;1;2;1;1"
75,15,True,"","","",6,"1;6","1;2;1;1"
75,16,True,"","","",39,"2;39","1;1;2;1"
76,0,False,"bill_length_mm",43.15,"1;8",331,"0;145;1;64;2;122","13;0;1;6;2;1;1;0;4;2;0;2"
76,1,False,"sex",0.50,"2;7",149,"0;144;2;5","6;1;0;4;2;0;2"
76,2,False,"body_mass_g",4250.00,"3;6",78,"2;5;0;73","6;1;0;4;2;0;2"
76,3,False,"bill_depth_mm",17.35,"4;5",73,"0;73","6;1;0;4;2;0;2"
76,4,True,"","","",31,"0;31","6;1;0;4;2;0;2"
76,5,True,"","","",42,"0;42","0"
76,6,True,"","","",5,"2;5","0"
76,7,True,"","","",71,"0;71","0"
76,8,False,"body_mass_g",4175.00,"9;14",182,"0;1;1;64;2;117","7;0;1;6;2;1"
76,9,False,"sex",1.50,"10;13",59,"2;2;1;57","4;0;2;1;1;3"
76,10,False,"bill_length_mm",43.35,"11;12",57,"1;57","3;0;1;3"
76,11,True,"","","",1,"1;1","1;0;1;1"
76,12,True,"","","",56,"1;56","2;0;1;2"
76,13,True,"","","",2,"2;2","1;0;2;1"
76,14,False,"bill_depth_mm",17.60,"15;16",123,"0;1;1;7;2;115","3;0;1;3"
76,15,True,"","","",115,"2;115","0"
76,16,False,"island",1.50,"17;18",8,"0;1;1;7","3;0;1;3"
76,17,True,"","","",7,"1;7","3;0;1;3"
76,18,True,"","","",1,"0;1","0"
77,0,False,"flipper_length_mm",206.50,"1;8",328,"1;55;0;150;2;123","16;0;1;1;2;1;2;1;1;1;0;13"
77,1,False,"island",1.50,"2;7",200,"0;149;1;50;2;1","15;2;1;1;0;2;1;1;0;13"
77,2,False,"bill_length_mm",45.75,"3;6",149,"1;50;2;1;0;98","15;2;1;1;0;2;1;1;0;13"
77,3,False,"sex",1.50,"4;5",99,"2;1;0;98","14;0;2;1;1;0;13"
77,4,True,"","","",98,"0;98","13;1;0;13"
77,5,True,"","","",1,"2;1","1;0;2;1"
77,6,True,"","","",50,"1;50","1;2;1;1"
77,7,True,"","","",51,"0;51","0"
77,8,False,"bill_depth_mm",17.65,"9;10",128,"1;5;0;1;2;122","1;0;1;1"
77,9,True,"","","",122,"2;122","0"
77,10,False,"body_mass_g",4050.00,"11;14",6,"1;5;0;1","1;0;1;1"
77,11,False,"bill_length_mm",46.55,"12;13",3,"1;2;0;1","0"
77,12,True,"","","",1,"0;1","0"
77,13,True,"","","",2,"1;2","0"
77,14,True,"","","",3,"1;3","1;0;1;1"
78,0,False,"bill_depth_mm",16.15,"1;8",332,"2;123;1;67;0;142","12;0;1;10;2;0;1;1;0;1"
78,1,False,"island",0.50,"2;7",113,"0;5;2;108","0"
78,2,False,"sex",0.50,"3;6",109,"2;108;0;1","0"
78,3,False,"bill_length_mm",39.30,"4;5",59,"2;58;0;1","0"
78,4,True,"","","",1,"0;1","0"
78,5,True,"","","",58,"2;58","0"
78,6,True,"","","",50,"2;50","0"
78,7,True,"","","",4,"0;4","0"
78,8,False,"bill_length_mm",42.40,"9;14",219,"2;15;1;67;0;137","12;0;1;10;2;0;1;1;0;1"
78,9,False,"bill_depth_mm",16.70,"10;13",134,"0;134","1;1;0;1"
78,10,False,"island",0.50,"11;12",5,"0;5","1;1;0;1"
78,11,True,"","","",3,"0;3","0"
78,12,True,"","","",2,"0;2","1;1;0;1"
78,13,True,"","","",129,"0;129","0"
78,14,False,"body_mass_g",5025.00,"15;18",85,"2;15;1;67;0;3","11;0;1;10;2;0;1"
78,15,False,"island",0.50,"16;17",70,"1;67;0;3","11;0;1;10;2;0;1"
78,16,True,"","","",3,"0;3","1;2;0;1"
78,17,True,"","","",67,"1;67","10;0;1;10"
78,18,True,"","","",15,"2;15","0"
79,0,False,"flipper_length_mm",206.50,"1;12",336,"1;65;0;147;2;124","8;1;0;3;0;1;2;2;3"
79,1,False,"bill_length_mm",42.40,"2;7",209,"0;145;1;62;2;2","6;0;1;2;2;3;1;0;1"
79,2,False,"flipper_length_mm",187.50,"3;6",138,"0;138","1;1;0;1"
79,3,False,"bill_depth_mm",16.80,"4;5",54,"0;54","1;1;0;1"
79,4,True,"","","",7,"0;7","1;1;0;1"
79,5,True,"","","",47,"0;47","0"
79,6,True,"","","",84,"0;84","0"
79,7,False,"island",1.50,"8;11",71,"0;7;1;62;2;2","5;0;1;2;2;3"
79,8,False,"island",0.50,"9;10",64,"1;62;2;2","5;0;1;2;2;3"
79,9,True,"","","",2,"2;2","3;0;2;3"
79,10,True,"","","",62,"1;62","2;0;1;2"
79,11,True,"","","",7,"0;7","0"
79,12,False,"island",0.50,"13;14",127,"1;3;0;2;2;122","2;1;0;2"
79,13,True,"","","",122,"2;122","0"
79,14,False,"body_mass_g",4050.00,"15;16",5,"1;3;0;2","2;1;0;2"
79,15,True,"","","",1,"0;1","2;1;0;2"
79,16,False,"bill_length_mm",44.90,"17;18",4,"1;3;0;1","0"
79,17,True,"","","",1,"0;1","0"
79,18,True,"","","",3,"1;3","0"
80,0,False,"body_mass_g",4362.50,"1;12",340,"1;67;0;151;2;122","4;0;1;1;1;0;1;2;0;2"
80,1,False,"island",0.50,"2;7",207,"0;137;1;62;2;8","4;0;1;1;1;0;1;2;0;2"
